INFO    2021-10-16 12:25:01,619 [http-nio-8086-exec-9] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-18 19:29:14,101 [http-nio-8080-exec-338] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-18 19:29:16,191 [http-nio-8080-exec-341] vegetablesshop.controller.LoginController  - Get information of product has id: 0568ed9e-b787-415c-9de2-243af6708e2c successfully!
INFO    2021-10-18 19:29:23,287 [http-nio-8080-exec-340] vegetablesshop.controller.LoginController  - Get information of product has id: 12415121 successfully!
INFO    2021-10-18 19:29:33,302 [http-nio-8080-exec-334] vegetablesshop.controller.LoginController  - Get information of product has id: 12518161 successfully!
INFO    2021-10-18 19:29:38,548 [http-nio-8080-exec-345] vegetablesshop.controller.LoginController  - Get information of product has id: 12518161 successfully!
INFO    2021-10-18 19:29:44,091 [http-nio-8080-exec-348] vegetablesshop.controller.LoginController  - Login user success!
INFO    2021-10-18 19:29:52,537 [http-nio-8080-exec-344] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-18 19:30:13,666 [http-nio-8080-exec-346] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-18 19:30:51,272 [http-nio-8080-exec-350] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-18 19:30:53,649 [http-nio-8080-exec-351] vegetablesshop.controller.LoginController  - Get product list successfully!
DEBUG   2021-10-18 19:31:16,893 [http-nio-8080-exec-344] org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
DEBUG   2021-10-18 19:31:16,906 [http-nio-8080-exec-344] org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
DEBUG   2021-10-18 19:31:16,908 [http-nio-8080-exec-344] org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {s}->https://accounts.google.com:443][total kept alive: 0; route allocated: 0 of 100; total allocated: 0 of 200]
DEBUG   2021-10-18 19:31:16,923 [http-nio-8080-exec-344] org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 0][route: {s}->https://accounts.google.com:443][total kept alive: 0; route allocated: 1 of 100; total allocated: 1 of 200]
DEBUG   2021-10-18 19:31:16,925 [http-nio-8080-exec-344] org.apache.http.impl.execchain.MainClientExec  - Opening connection {s}->https://accounts.google.com:443
DEBUG   2021-10-18 19:31:16,927 [http-nio-8080-exec-344] org.apache.http.impl.conn.DefaultHttpClientConnectionOperator  - Connecting to accounts.google.com/142.250.66.45:443
DEBUG   2021-10-18 19:31:16,927 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  - Connecting socket to accounts.google.com/142.250.66.45:443 with timeout 0
DEBUG   2021-10-18 19:31:16,969 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  - Enabled protocols: [TLSv1, TLSv1.1, TLSv1.2]
DEBUG   2021-10-18 19:31:16,970 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  - Enabled cipher suites:[TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA256, TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA256, TLS_ECDH_RSA_WITH_AES_128_CBC_SHA256, TLS_DHE_RSA_WITH_AES_128_CBC_SHA256, TLS_DHE_DSS_WITH_AES_128_CBC_SHA256, TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA, TLS_ECDH_RSA_WITH_AES_128_CBC_SHA, TLS_DHE_RSA_WITH_AES_128_CBC_SHA, TLS_DHE_DSS_WITH_AES_128_CBC_SHA, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDH_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDH_RSA_WITH_AES_128_GCM_SHA256, TLS_DHE_RSA_WITH_AES_128_GCM_SHA256, TLS_DHE_DSS_WITH_AES_128_GCM_SHA256, TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA, TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA, SSL_RSA_WITH_3DES_EDE_CBC_SHA, TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA, TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA, SSL_DHE_RSA_WITH_3DES_EDE_CBC_SHA, SSL_DHE_DSS_WITH_3DES_EDE_CBC_SHA, TLS_EMPTY_RENEGOTIATION_INFO_SCSV]
DEBUG   2021-10-18 19:31:16,970 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  - Starting handshake
DEBUG   2021-10-18 19:31:17,088 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  - Secure session established
DEBUG   2021-10-18 19:31:17,088 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  -  negotiated protocol: TLSv1.2
DEBUG   2021-10-18 19:31:17,088 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  -  negotiated cipher suite: TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256
DEBUG   2021-10-18 19:31:17,088 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  -  peer principal: CN=accounts.google.com
DEBUG   2021-10-18 19:31:17,088 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  -  peer alternative names: [accounts.google.com, *.partner.android.com]
DEBUG   2021-10-18 19:31:17,088 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  -  issuer principal: CN=GTS CA 1C3, O=Google Trust Services LLC, C=US
DEBUG   2021-10-18 19:31:17,092 [http-nio-8080-exec-344] org.apache.http.impl.conn.DefaultHttpClientConnectionOperator  - Connection established 192.168.1.8:49652<->142.250.66.45:443
DEBUG   2021-10-18 19:31:17,092 [http-nio-8080-exec-344] org.apache.http.impl.execchain.MainClientExec  - Executing request POST /o/oauth2/token HTTP/1.1
DEBUG   2021-10-18 19:31:17,092 [http-nio-8080-exec-344] org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
DEBUG   2021-10-18 19:31:17,093 [http-nio-8080-exec-344] org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 >> POST /o/oauth2/token HTTP/1.1
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 >> Content-Length: 318
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 >> Content-Type: application/x-www-form-urlencoded; charset=ISO-8859-1
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 >> Host: accounts.google.com
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 >> Connection: Keep-Alive
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_111)
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 >> Accept-Encoding: gzip,deflate
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "POST /o/oauth2/token HTTP/1.1[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "Content-Length: 318[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "Content-Type: application/x-www-form-urlencoded; charset=ISO-8859-1[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "Host: accounts.google.com[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_111)[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "[\r][\n]"
DEBUG   2021-10-18 19:31:17,094 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 >> "client_id=228319326160-mu93gh5bmia8f58sketkt5tg8hq47d8a.apps.googleusercontent.com&client_secret=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&redirect_uri=http%3A%2F%2Flocalhost%3A8080%2FVegetablesShop%2Flogin-google&code=4%2F0AX4XfWgw0QubHcI4lr0RTB9JOWMmayUHGZbuPXJRl6LrMNK0Y3AJMTtWX3a95RQAsB6IbA&grant_type=authorization_code"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Date: Mon, 18 Oct 2021 12:31:17 GMT[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Expires: Mon, 01 Jan 1990 00:00:00 GMT[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Cache-Control: no-cache, no-store, max-age=0, must-revalidate[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Pragma: no-cache[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Content-Type: application/json; charset=utf-8[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Vary: Origin[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Vary: X-Origin[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Vary: Referer[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Content-Encoding: gzip[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Server: scaffolding on HTTPServer2[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "X-XSS-Protection: 0[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "X-Frame-Options: SAMEORIGIN[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "X-Content-Type-Options: nosniff[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Alt-Svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000,h3-T051=":443"; ma=2592000,h3-Q050=":443"; ma=2592000,h3-Q046=":443"; ma=2592000,h3-Q043=":443"; ma=2592000,quic=":443"; ma=2592000; v="46,43"[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "Transfer-Encoding: chunked[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x1f][\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x8b][\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x8][\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x0][\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x0][\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x0][\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,251 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x0][\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x0][\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x2][\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "00000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0xff][\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "000001[\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0xbd][\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "363[\r][\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "RI[0x92][0xab]F[0x14][0xdc][0xff]St[0xf4][0xda][0xad]f[0x10]j[0xf8];I[0x88][0xa9]U[0x85][0x90][0x98]7[\n]"
DEBUG   2021-10-18 19:31:17,289 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "(@[0x14][0xf3]<9|w#u[0x84][0xed][0x13]x[0xfb][0xf2]UfV[0xe6][0xfb][0xf3][0xd7][0xdb][0xdb][0xbb][0x87]P[0xd8][0xb6][0xf7][0xae]L[0xc3][0xe2][0xfd][0xf7][0xdb][0xfb][0xec]Q[0xdc][0xc6]#[0xf6][0xd7]&[0xf0][0xc0][0xbd]%L$^A[0xda]\[0xd9][0xc8]a[0xcd][0x16][0xf7][0x83][0xdb]y[0x0][0x14][0xdf][0xd8] }[0xe5];[0xb7]?j[[0xfa][0xaa][0xd4][0xaa][0x88]2{[0x0][0xa7]KD[0xf4][0xca][0xb6][0x18]o[0xd1]Vs[0xa0][0xe7]d[0xd6]2V[0x17][0xfd][0xce][0x17][0xd8]V;[0xc6][0x5][0x93][0xb5][0xcb]U{f[[0xe5]\6[0xc7]C[0xc2]=[0xe6][0x9a][0xf4][0xb7]s[0x98][0x1c]([0x5][0xc0][0x83]qK[\r][\r][0xef][0xd2][0xf3][0x14][0xdb][0xc]x[0x8c][0x8d][0xb4][0x10]V*[0x17]foJ[0xd2]Y[0xbe][0x1f]S[0xf1][0xfd][0x8f][0xa7][0xf1]p[0xaa]p[0x13][0xb6]w[0xfc][0xb4]M3[0x1c][0xf7][0x9a][0xb6][0xa8][0xac][0xc2][0xe7]?[0xe2][0xae][0xab][0xda][0xdf][0x9f][0x9f][0xe3]8n[0x1e]e[0xf9][0xc8]B[0xaf][0xc2][0xed][0x6][0x95][0xf9][0xa7][0xd7]w[0xf1]g[0xdf][0x86][\r].[0xa2]r[0x13][0xe6][0x1e][0xce][0xde][0xd6]W[0x5][0xe]~[0x98]_Y[0xdc][0xbb][0xf9][0x87][0xe8][0x10]zM[0xd8][0xfc] 8[0xf8]7[0xa8]pVb_DX[0xc5][0xca][0xcd]Xd[0x12]b[0xb9][0x95][0xf3][0xae]r[0x8f][0xf2]N[0xce][0x85][0xd4][0xe5][0xe3][0x4][0x88]f[0x6][0x13]yQu[0x83][0x80][0xa2][0x90]C[0x1d][0xe6][0xaa][0xe]h[0xa0]+1[0xd4][0x3][0xc]rc[0x86][0xb9][0xc3]@[0x1e],P[0x97][0xf1][0xf9][0xa8][0x10][0xa1][0xbd]r~[0x9b][0xa4][0x86]#m[0xb3][0xca]T[0x88][0x6][0xcf]Q[0xec]Pp[0x8],[0x86]@3S[0xf8][0x14]W[0xf8][0xa2][0xd1];[0x14][0xd7][0xc9]x[0xc4][0x8e]][0x8d]rRb[0x90][0xc8][[0xb0][0x9c][0x18][0xb0][0xc8][0x14][0xd0][0x9d][0xf1]l[0x91][0xa4][0xaa][0xc3][0xc2][0xe3]M[0xec][Y[0xac][0x8a][0xe][0xa9]J[0xb0]q[0xed][0xb5]a[0xde]$[0xdc]%.[0x91][0xae][0xd1][0xab][0xdd][0xf8][0x9c][0xb]#[0x92]@[0xef]R[0xdc][0xe0]RS[0x16][0xd8]0C9[0x1c][0xfc][0xe2][0x9a][0xf9][0x85][0xf6][0x1f]-3[0xfd][0xbf][0xb4][0x10]m[0xe2][0x97][0x96]~"U^{[0xc6]D[0xc2][0xc5][0xd9][0x2]=e[0xe0][0xa2]1[0xab][0xee][0xf4][0xdc]s-2[0xf6][0xac][0xf1][0x99][0x13][0xe5]SW[0xd2][0xa1][0xc8][0xca][0xcf][0x1f][0x13][0xe4][0xf7]3[0xe0][0x85][0xbd]K[0xbd][0xf0]x[0xf6][0xa7]([0xc8][0xcd][0xd9][0xb3][0xdc][0xca][0xb5]4[0xac][0x16][0xd7]9[0xb0][0x8c][0xb5]F[0x81][0xb0][0xa9]8F[0xd4][0xe3]U[0x85]G[0x19][0xb3][0xaf][0xbb][0x82]%T[0xc9][0x8d]H[0x19][0x8b]7/[0xbe][0xc5][0x1][0x8d]T[0xe8]'[0x97]g[0x9][0xc4][0xea]q[0x82][0x9] [0xe0][0x9a][0x3]H[0x10][0xbd]V[0x99][0x85][0xd2]Zer[0xa2][0xc0][0xa2][0x91]+[0xb6][0x85]K[0xc0]m2[0xea][0xd0][0x93][0xc6]$[0x9d][0x8b][0xa1]N[0xa6][0xba][P[0xe][0x2][0xfe][0x11][0xad]w%[0xef]x"
DEBUG   2021-10-18 19:31:17,292 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
DEBUG   2021-10-18 19:31:17,292 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Date: Mon, 18 Oct 2021 12:31:17 GMT
DEBUG   2021-10-18 19:31:17,292 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Expires: Mon, 01 Jan 1990 00:00:00 GMT
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Cache-Control: no-cache, no-store, max-age=0, must-revalidate
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Pragma: no-cache
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Content-Type: application/json; charset=utf-8
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Vary: Origin
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Vary: X-Origin
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Vary: Referer
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Content-Encoding: gzip
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Server: scaffolding on HTTPServer2
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << X-XSS-Protection: 0
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << X-Frame-Options: SAMEORIGIN
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << X-Content-Type-Options: nosniff
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Alt-Svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000,h3-T051=":443"; ma=2592000,h3-Q050=":443"; ma=2592000,h3-Q046=":443"; ma=2592000,h3-Q043=":443"; ma=2592000,quic=":443"; ma=2592000; v="46,43"
DEBUG   2021-10-18 19:31:17,351 [http-nio-8080-exec-344] org.apache.http.headers  - http-outgoing-0 << Transfer-Encoding: chunked
DEBUG   2021-10-18 19:31:17,358 [http-nio-8080-exec-344] org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "z{S/(i[0xd8][0xae][0xa9][0xa7][0xbb][0xdd][0xd5][0x99][0xf9]a[0xe6][0xd9][0x89]~[0x9c][0xca][0xe5][0x8c][0xf4][0xc5][0xbb][0x1c]*3[0x14][0xab][0xdb]|k[0xea][0xe2];[0xbf][0xa4]S[0x87][0xc3]J`/[0x90]b[\n]"
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "B[0xef][0x9d][0xc4][0xcc][0x16][0x2][0x85][0xcd]6*[0x98][0xb6][0xcd][0xd8]/[0x12][0xa5]Lf[0xe1]H[0xb0][0xd9][0xa9][0xa8]&[0xe4][0x1c][0xfa][0xac][0xa9]4="[0xfc][0xfe][0xab]>[0xde]#[0x98]"[0xb2][0x16].[0xbe].[0x96][0xbb][0x7][0x87][0x6][0x14][0xd3][0xf5]h\[0xf4][0xf3][0xd2][0xd1][0x93]7[0xaa],[0xfd]aK[0x8d]$}[0xa9]6[0x11][0xf6]![0x14][0x94]zi[0xb9][[0xcf][\r]7[0xfb]x[0xb3][0xb6]#Uy[0xea][0x98][0xa9][0xa5][0x98][0xf0][0xd6]I[0xc6][0xf][0xd0][0x1e][0xd9][0x92][0x95]B[0xdb][0xaf][0x1f][\n]"
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[0x9e][0x84][0xf9][0xbc]%[0x8d][0xc0]"[0x2])>[0x9c][0x8e]lm'[0xb2]=[0x9f][0x82]a[0xa0][0x18]pW[0xb7][0x6][0x90][0xe9][0xc2][0x98]&W[0xcf][0xae][0x8d][0x98][0x1a]b[[0xed]M[0xbb][0xc8][0x17][0xe1][0xca][0x6][0xed][0xe8][0xd7]y[0xb7]S[0x94]ef[0xd5][0xe9][0xc2]J[0x90]I[0xd7]C[0x1a][0x1a][0x81]<[0x9a][0xfd][0xc4]X[0xbb]^m[0xf6][0xef][0xbf][0xfe][0xfa][0x1b]2[0x9e]2[0xc1][0xcf][0x4][0x0][0x0][\r][\n]"
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "0[\r][\n]"
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {s}->https://accounts.google.com:443] can be kept alive indefinitely
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-0: set socket timeout to 0
DEBUG   2021-10-18 19:31:17,365 [http-nio-8080-exec-344] org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {s}->https://accounts.google.com:443][total kept alive: 1; route allocated: 1 of 100; total allocated: 1 of 200]
DEBUG   2021-10-18 19:31:17,463 [http-nio-8080-exec-344] org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
DEBUG   2021-10-18 19:31:17,463 [http-nio-8080-exec-344] org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
DEBUG   2021-10-18 19:31:17,463 [http-nio-8080-exec-344] org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {s}->https://www.googleapis.com:443][total kept alive: 1; route allocated: 0 of 100; total allocated: 1 of 200]
DEBUG   2021-10-18 19:31:17,463 [http-nio-8080-exec-344] org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 1][route: {s}->https://www.googleapis.com:443][total kept alive: 1; route allocated: 1 of 100; total allocated: 2 of 200]
DEBUG   2021-10-18 19:31:17,463 [http-nio-8080-exec-344] org.apache.http.impl.execchain.MainClientExec  - Opening connection {s}->https://www.googleapis.com:443
DEBUG   2021-10-18 19:31:17,472 [http-nio-8080-exec-344] org.apache.http.impl.conn.DefaultHttpClientConnectionOperator  - Connecting to www.googleapis.com/142.250.66.106:443
DEBUG   2021-10-18 19:31:17,473 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  - Connecting socket to www.googleapis.com/142.250.66.106:443 with timeout 0
DEBUG   2021-10-18 19:31:17,526 [http-nio-8080-exec-344] org.apache.http.conn.ssl.SSLConnectionSocketFactory  - Enabled protocols: [TLSv1, TLSv1.1, TLSv1.2]
